date,hour,item,qty
2026-07-30,11,Breakfast Sandwich,5
2026-07-30,11,Chicken Caesar Wrap,1
2026-07-30,12,Breakfast Sandwich,9
2026-07-30,12,Chicken Caesar Wrap,5
2026-07-31,8,Breakfast Sandwich,10
2026-07-31,9,Breakfast Sandwich,7
2026-07-31,9,Chicken Caesar Wrap,4
2026-07-31,10,Breakfast Sandwich,10
2026-07-31,10,Chicken Caesar Wrap,6
2026-07-31,11,Breakfast Sandwich,14
2026-07-31,11,Chicken Caesar Wrap,2
2026-07-31,12,Breakfast Sandwich,8
2026-07-31,12,Chicken Caesar Wrap,2
2026-07-31,13,Breakfast Sandwich,3
2026-07-31,13,Chicken Caesar Wrap,5
2026-08-01,8,Breakfast Sandwich,9
2026-08-01,8,Chicken Caesar Wrap,1
2026-08-01,9,Breakfast Sandwich,19
2026-08-01,9,Chicken Caesar Wrap,1
2026-08-01,10,Breakfast Sandwich,12
2026-08-01,10,Chicken Caesar Wrap,6
2026-08-01,11,Breakfast Sandwich,15
2026-08-01,11,Chicken Caesar Wrap,5
2026-08-01,12,Breakfast Sandwich,7
2026-08-01,13,Breakfast Sandwich,7
2026-08-01,13,Chicken Caesar Wrap,4
2026-08-01,14,Breakfast Sandwich,1
2026-08-02,8,Breakfast Sandwich,8
2026-08-02,9,Breakfast Sandwich,21
2026-08-02,9,Chicken Caesar Wrap,5
2026-08-02,10,Breakfast Sandwich,23
2026-08-02,10,Chicken Caesar Wrap,4
2026-08-02,11,Breakfast Sandwich,19
2026-08-02,11,Chicken Caesar Wrap,4
2026-08-02,12,Breakfast Sandwich,22
2026-08-02,12,Chicken Caesar Wrap,4
2026-08-02,13,Breakfast Sandwich,10
2026-08-02,13,Chicken Caesar Wrap,4
2026-08-02,14,Breakfast Sandwich,5
2026-08-03,8,Breakfast Sandwich,2
2026-08-03,8,Chicken Caesar Wrap,1
2026-08-03,9,Breakfast Sandwich,11
2026-08-03,9,Chicken Caesar Wrap,2
2026-08-03,10,Breakfast Sandwich,11
2026-08-03,10,Chicken Caesar Wrap,2
2026-08-03,11,Breakfast Sandwich,4
2026-08-03,11,Chicken Caesar Wrap,3
2026-08-03,12,Breakfast Sandwich,12
2026-08-03,12,Chicken Caesar Wrap,3
2026-08-04,7,Breakfast Sandwich,2
2026-08-04,8,Breakfast Sandwich,2
2026-08-04,8,Chicken Caesar Wrap,1
2026-08-04,9,Breakfast Sandwich,7
2026-08-04,9,Chicken Caesar Wrap,1
2026-08-04,10,Breakfast Sandwich,8
2026-08-04,10,Chicken Caesar Wrap,4
2026-08-04,11,Breakfast Sandwich,9
2026-08-04,11,Chicken Caesar Wrap,3
2026-08-04,12,Breakfast Sandwich,9
2026-08-04,12,Chicken Caesar Wrap,7
2026-08-05,8,Breakfast Sandwich,2
2026-08-05,8,Chicken Caesar Wrap,1
2026-08-05,9,Breakfast Sandwich,2
2026-08-05,9,Chicken Caesar Wrap,1
2026-08-05,10,Breakfast Sandwich,4
2026-08-05,11,Breakfast Sandwich,5
2026-08-05,11,Chicken Caesar Wrap,1
2026-08-05,12,Chicken Caesar Wrap,2
2026-08-06,8,Breakfast Sandwich,4
2026-08-06,8,Chicken Caesar Wrap,1
2026-08-06,9,Chicken Caesar Wrap,1
2026-08-06,10,Breakfast Sandwich,2
2026-08-06,10,Chicken Caesar Wrap,3
2026-08-06,11,Breakfast Sandwich,5
2026-08-06,11,Chicken Caesar Wrap,2
2026-08-06,12,Breakfast Sandwich,6
2026-08-06,12,Chicken Caesar Wrap,1
2026-08-07,8,Breakfast Sandwich,5
2026-08-07,8,Chicken Caesar Wrap,2
2026-08-07,9,Breakfast Sandwich,3
2026-08-07,9,Chicken Caesar Wrap,1
2026-08-07,10,Breakfast Sandwich,13
2026-08-07,10,Chicken Caesar Wrap,7
2026-08-07,11,Breakfast Sandwich,10
2026-08-07,12,Breakfast Sandwich,9
2026-08-07,12,Chicken Caesar Wrap,3
2026-08-07,13,Breakfast Sandwich,3
2026-08-07,13,Chicken Caesar Wrap,2
2026-08-08,8,Breakfast Sandwich,12
2026-08-08,8,Chicken Caesar Wrap,2
2026-08-08,9,Breakfast Sandwich,17
2026-08-08,10,Breakfast Sandwich,10
2026-08-08,10,Chicken Caesar Wrap,2
2026-08-08,11,Breakfast Sandwich,26
2026-08-08,11,Chicken Caesar Wrap,4
2026-08-08,12,Breakfast Sandwich,14
2026-08-08,12,Chicken Caesar Wrap,1
2026-08-08,13,Breakfast Sandwich,9
2026-08-08,13,Chicken Caesar Wrap,3
2026-08-09,8,Breakfast Sandwich,11
2026-08-09,9,Breakfast Sandwich,14
2026-08-09,9,Chicken Caesar Wrap,4
2026-08-09,10,Breakfast Sandwich,17
2026-08-09,10,Chicken Caesar Wrap,4
2026-08-09,11,Breakfast Sandwich,12
2026-08-09,11,Chicken Caesar Wrap,3
2026-08-09,12,Breakfast Sandwich,25
2026-08-09,12,Chicken Caesar Wrap,5
2026-08-09,13,Breakfast Sandwich,12
2026-08-09,13,Chicken Caesar Wrap,3
2026-08-09,14,Breakfast Sandwich,1
2026-08-10,7,Breakfast Sandwich,1
2026-08-10,8,Breakfast Sandwich,6
2026-08-10,9,Breakfast Sandwich,2
2026-08-10,9,Chicken Caesar Wrap,1
2026-08-10,10,Breakfast Sandwich,14
2026-08-10,10,Chicken Caesar Wrap,3
2026-08-10,11,Breakfast Sandwich,5
2026-08-10,11,Chicken Caesar Wrap,6
2026-08-10,12,Breakfast Sandwich,7
2026-08-10,12,Chicken Caesar Wrap,2
2026-08-11,8,Breakfast Sandwich,4
2026-08-11,8,Chicken Caesar Wrap,1
2026-08-11,9,Breakfast Sandwich,6
2026-08-11,9,Chicken Caesar Wrap,2
2026-08-11,10,Breakfast Sandwich,10
2026-08-11,10,Chicken Caesar Wrap,11
2026-08-11,11,Breakfast Sandwich,3
2026-08-11,11,Chicken Caesar Wrap,1
2026-08-11,12,Breakfast Sandwich,13
2026-08-11,12,Chicken Caesar Wrap,6
2026-08-12,8,Breakfast Sandwich,2
2026-08-12,8,Chicken Caesar Wrap,1
2026-08-12,9,Breakfast Sandwich,8
2026-08-12,9,Chicken Caesar Wrap,1
2026-08-12,10,Breakfast Sandwich,11
2026-08-12,10,Chicken Caesar Wrap,5
2026-08-12,11,Breakfast Sandwich,5
2026-08-12,11,Chicken Caesar Wrap,2
2026-08-12,12,Breakfast Sandwich,7
2026-08-12,12,Chicken Caesar Wrap,6
2026-08-13,8,Breakfast Sandwich,3
2026-08-13,9,Breakfast Sandwich,10
2026-08-13,9,Chicken Caesar Wrap,1
2026-08-13,10,Breakfast Sandwich,8
2026-08-13,10,Chicken Caesar Wrap,1
2026-08-13,11,Breakfast Sandwich,8
2026-08-13,11,Chicken Caesar Wrap,2
2026-08-13,12,Breakfast Sandwich,8
2026-08-13,12,Chicken Caesar Wrap,4
2026-08-14,8,Breakfast Sandwich,4
2026-08-14,8,Chicken Caesar Wrap,2
2026-08-14,9,Breakfast Sandwich,13
2026-08-14,9,Chicken Caesar Wrap,1
2026-08-14,10,Breakfast Sandwich,11
2026-08-14,10,Chicken Caesar Wrap,5
2026-08-14,11,Breakfast Sandwich,18
2026-08-14,11,Chicken Caesar Wrap,7
2026-08-14,12,Breakfast Sandwich,9
2026-08-14,12,Chicken Caesar Wrap,10
2026-08-14,13,Breakfast Sandwich,2
2026-08-14,13,Chicken Caesar Wrap,3
2026-08-15,8,Breakfast Sandwich,12
2026-08-15,8,Chicken Caesar Wrap,1
2026-08-15,9,Breakfast Sandwich,19
2026-08-15,9,Chicken Caesar Wrap,4
2026-08-15,10,Breakfast Sandwich,21
2026-08-15,10,Chicken Caesar Wrap,3
2026-08-15,11,Breakfast Sandwich,32
2026-08-15,11,Chicken Caesar Wrap,5
2026-08-15,12,Breakfast Sandwich,17
2026-08-15,12,Chicken Caesar Wrap,1
2026-08-15,13,Breakfast Sandwich,15
2026-08-15,13,Chicken Caesar Wrap,5
2026-08-16,8,Breakfast Sandwich,13
2026-08-16,9,Breakfast Sandwich,16
2026-08-16,9,Chicken Caesar Wrap,1
2026-08-16,10,Breakfast Sandwich,30
2026-08-16,10,Chicken Caesar Wrap,5
2026-08-16,11,Breakfast Sandwich,21
2026-08-16,11,Chicken Caesar Wrap,7
2026-08-16,12,Breakfast Sandwich,11
2026-08-16,12,Chicken Caesar Wrap,2
2026-08-16,13,Breakfast Sandwich,7
2026-08-16,13,Chicken Caesar Wrap,6
2026-08-16,14,Breakfast Sandwich,1
2026-08-16,14,Chicken Caesar Wrap,1
2026-08-17,8,Breakfast Sandwich,3
2026-08-17,8,Chicken Caesar Wrap,1
2026-08-17,9,Breakfast Sandwich,11
2026-08-17,9,Chicken Caesar Wrap,4
2026-08-17,10,Breakfast Sandwich,12
2026-08-17,11,Breakfast Sandwich,5
2026-08-17,11,Chicken Caesar Wrap,3
2026-08-17,12,Breakfast Sandwich,11
2026-08-17,12,Chicken Caesar Wrap,2
2026-08-18,8,Breakfast Sandwich,2
2026-08-18,9,Breakfast Sandwich,4
2026-08-18,9,Chicken Caesar Wrap,2
2026-08-18,10,Breakfast Sandwich,4
2026-08-18,11,Breakfast Sandwich,9
2026-08-18,11,Chicken Caesar Wrap,2
2026-08-18,12,Breakfast Sandwich,6
2026-08-18,12,Chicken Caesar Wrap,5
2026-08-19,8,Breakfast Sandwich,1
2026-08-19,9,Breakfast Sandwich,9
2026-08-19,9,Chicken Caesar Wrap,2
2026-08-19,10,Breakfast Sandwich,12
2026-08-19,11,Breakfast Sandwich,6
2026-08-19,11,Chicken Caesar Wrap,5
2026-08-19,12,Breakfast Sandwich,8
2026-08-19,12,Chicken Caesar Wrap,3
2026-08-20,7,Breakfast Sandwich,1
2026-08-20,8,Breakfast Sandwich,8
2026-08-20,9,Breakfast Sandwich,9
2026-08-20,9,Chicken Caesar Wrap,2
2026-08-20,10,Breakfast Sandwich,3
2026-08-20,10,Chicken Caesar Wrap,3
2026-08-20,11,Breakfast Sandwich,5
2026-08-20,11,Chicken Caesar Wrap,4
2026-08-20,12,Breakfast Sandwich,2
2026-08-20,12,Chicken Caesar Wrap,8
2026-08-21,8,Breakfast Sandwich,7
2026-08-21,8,Chicken Caesar Wrap,1
2026-08-21,9,Breakfast Sandwich,8
2026-08-21,10,Breakfast Sandwich,11
2026-08-21,10,Chicken Caesar Wrap,4
2026-08-21,11,Breakfast Sandwich,7
2026-08-21,11,Chicken Caesar Wrap,9
2026-08-21,12,Breakfast Sandwich,6
2026-08-21,12,Chicken Caesar Wrap,5
2026-08-21,13,Breakfast Sandwich,8
2026-08-21,13,Chicken Caesar Wrap,1
